D12	64156	0.08004937811
D12	67182	0.08408275408
D12	92099	0.08088946953
D12	120911	0.07114728707
D12	143469	0.1501877416
D12	154635	0.2903414571
D12	154915	0.2903414571
D12	164343	0.1180216786
D12	183128	0.1747627317
D12	183838	0.1329940482
D12	234229	0.2903414571
D12	247886	0.07114728707
D12	248057	0.3026304033
D12	284418	0.1613867078
D12	295839	0.04849802647
D12	304901	0.3629619455
D12	304913	0.05757122696
D12	332953	0.02226868185
D12	333982	0.02226868185
D12	337670	0.02262139457
D12	340107	0.02226868185
D12	340792	0.02463518753
D12	341135	0.02226868185
D12	344431	0.02226868185
D12	344559	0.02463518753
D12	344594	0.01090041283
D12	344792	0.02226868185
D12	344883	0.02463518753
D12	346187	0.02028300614
D12	346311	0.01166711352
D12	347315	0.01166711352
D12	347745	0.006700397842
D12	349897	0.01166711352
D12	350710	0.01166711352
D12	350991	0.01721509946
D12	351065	0.01166711352
D12	351193	0.01166711352
D12	351296	0.0156830376
D12	351390	0.01166711352
D12	351677	0.01283827218
D12	352003	0.01283827218
D12	352289	0.01283827218
D12	352608	0.01283827218
D12	353067	0.01166711352
D12	353564	0.01125451326
D12	353690	0.0100323718
D12	353714	0.0100323718
D12	353823	0.01166711352
D12	353827	0.01283827218
D12	353844	0.01166711352
D12	353846	0.01283827218
D12	353890	0.01166711352
D12	355154	0.01166711352
D12	357855	0.5230285762
D12	363253	0.4962049654
D12	397925	0.005623644328
D12	397959	0.005623644328
D12	398093	0.006157724348
D12	399055	0.006157724348
D12	399146	0.006157724348
D12	400191	0.008586534411
D12	405076	0.009874590344
D12	408645	0.008542038007
D12	411685	0.01130059953
D12	411826	0.01226383353
D12	413924	0.01351066476
D12	413977	0.01351066476
D12	414072	0.01351066476
D12	416892	0.01351066476
D12	417056	0.01351066476
D12	417581	0.01226383353
D12	419354	0.01976762999
D12	420615	0.005312496074
D12	420876	0.03094042256
D12	421849	0.005312496074
D12	421879	0.005312496074
D12	421917	0.005312496074
D12	422299	0.004790012511
D12	422510	0.005312496074
D12	422530	0.003998920765
D12	425494	0.003658396522
D12	442318	0.8286392024
D12	442356	0.8078262815
D12	442421	0.9103541213
D12	442530	0.8525208553
D12	442639	0.7171958591
D12	449712	0.8226474885
D12	450587	0.8455018209
D12	451013	0.007690495747
D12	451056	0.007690495747
D12	451068	0.006959772398
D12	453357	0.01529123633
D12	453376	0.01396924379
D12	463160	0.1159939711
D12	464445	0.1159939711
D12	464900	0.1289159401
D12	466298	0.1439378335
D12	466856	0.1289159401
D12	467130	0.1289159401
D12	469540	0.1278415847
D12	471177	0.1289159401
D12	472190	0.09265313935
D12	472668	0.113593149
D12	472728	0.113593149
D12	472772	0.1418877913
D12	473053	0.1262396669
D12	473663	0.1262396669
D12	473710	0.1262396669
D12	473781	0.113593149
D12	473840	0.1068694712
D12	474556	0.08285373779
D12	474616	0.08285373779
D12	474861	0.1363282921
D12	479583	0.113593149
D12	481922	0.113593149
D12	483233	0.113593149
D12	483360	0.113593149
D12	483451	0.113593149
D12	483800	0.113593149
D12	483895	0.113593149
D12	484196	0.113593149
D12	484261	0.113593149
D12	484793	0.1154835915
D12	484978	0.113593149
D12	485425	0.1703708656
D12	485439	0.1703708656
D12	485821	0.2181815379
D12	486449	0.2102824861
D12	486910	0.4567433357
D12	488818	0.4934105116
D12	489423	0.4638106777
D12	490724	0.4923868175
D12	490882	0.500248273
D12	490996	0.4074440317
D12	491072	0.4501347734
D12	493316	0.4714296929
D12	494653	0.4638106777
D12	495566	0.32712652
D12	496118	0.4107185035
D12	496723	0.4660764147
D12	498238	0.4439342373
D12	498391	0.5367260742
D12	499848	0.3399031598
D12	501090	0.4879937242
D12	501495	0.6398202557
D12	502227	0.530809975
D12	502947	0.8919978525
D12	503234	0.5499163442
D12	504615	0.5141133561
D12	504896	0.5096947201
D12	504991	0.4342820913
D12	505545	0.4543445352
D12	505699	0.421083039
D12	507870	0.5547274712
D12	507889	0.4492007214
D12	507907	0.421083039
D12	508251	0.4191360489
D12	509106	0.5700407549
D12	509652	0.4699170409
D12	510349	0.3833902762
D12	511957	0.2737788232
D12	512601	0.3681068467
D12	513103	0.190484237
D12	514707	0.2405915365
D12	521215	0.9602090971
D12	521360	0.9646085345
D12	521379	0.9635572002
D12	521748	0.8666608805
D12	521894	0.8269399367
D12	521945	0.8272552398
D12	522064	0.9388205324
D12	522103	0.9388205324
D12	522151	0.733211979
D12	522218	0.8912024606
D12	522518	0.9674029671
D12	522603	0.9840108517
D12	523013	0.9181585316
D12	523543	0.8363706443
D12	523555	0.8674042089
D12	524009	0.9796265215
D12	524199	0.913733624
D12	524814	0.8745610849
D12	524944	0.9567918673
D12	524999	0.9073023228
D12	525075	0.8565978986
D12	525487	0.8443886859
D12	525581	0.9591732674
D12	525592	0.927694546
D12	525783	0.8280617174
D12	526113	0.9402788592
D12	526259	0.9402788592
D12	526326	0.9040365062
D12	526830	0.9635302488
D12	526938	0.8888225611
D12	527277	0.9527650297
D12	527392	0.9591732674
D12	527747	0.9993505046
D12	528059	0.927694546
D12	528074	0.9591732674
D12	528115	0.7551445209
D12	528166	0.7646516036
D12	529734	0.9591732674
D12	529866	0.9999747492
D12	530297	0.9838875209
D12	530329	0.9960423289
D12	530402	0.783742376
D12	530480	0.8422682149
D12	530521	0.9566721232
D12	530580	0.8088780658
D12	530627	0.7841248693
D12	530768	0.9729385693
D12	531072	0.7818099749
D12	531135	0.6943510197
D12	531166	0.8935658455
D12	531193	0.8619880917
D12	531312	0.8957094932
D12	531336	0.8843303887
D12	531552	0.8969864942
D12	531596	0.8914453142
D12	531641	0.8174324421
D12	531668	0.8347512426
D12	531973	0.9709216533
D12	532059	0.8306113331
D12	532167	0.9017320356
D12	532182	0.9017320356
D12	532196	0.9017320356
D12	532312	0.8261760634
D12	532361	0.8261760634
D12	533490	0.9376130633
D12	533758	0.8024952872
D12	533772	0.978174879
D12	533799	0.9543994919
D12	533988	0.9906527419
D12	534017	0.9906527419
D12	534073	0.9917543396
